EventName,Lap,Driver,GapToLeader_Secs
Hungarian Grand Prix,2.0,SAI,4.945
Hungarian Grand Prix,2.0,ALO,6.383
Hungarian Grand Prix,2.0,STR,8.038
Hungarian Grand Prix,2.0,ALB,11.014
Hungarian Grand Prix,2.0,BOT,9.26
Hungarian Grand Prix,2.0,RIC,12.946
Hungarian Grand Prix,2.0,HUL,7.422
Hungarian Grand Prix,2.0,TSU,8.778
Hungarian Grand Prix,2.0,ZHO,11.596
Hungarian Grand Prix,2.0,MAG,10.485
Hungarian Grand Prix,2.0,SAR,12.233
Hungarian Grand Prix,2.0,OCO,35.127
Hungarian Grand Prix,3.0,VER,0.0
Hungarian Grand Prix,3.0,NOR,2.787
Hungarian Grand Prix,3.0,PER,7.969
Hungarian Grand Prix,3.0,HAM,3.879
Hungarian Grand Prix,3.0,PIA,1.2770000000000001
Hungarian Grand Prix,3.0,RUS,11.492
Hungarian Grand Prix,3.0,LEC,5.174
Hungarian Grand Prix,3.0,SAI,5.937
Hungarian Grand Prix,3.0,ALO,7.225
Hungarian Grand Prix,3.0,STR,9.226
Hungarian Grand Prix,3.0,ALB,12.74
Hungarian Grand Prix,3.0,BOT,10.715
Hungarian Grand Prix,3.0,RIC,14.754
Hungarian Grand Prix,3.0,HUL,8.661
Hungarian Grand Prix,3.0,TSU,10.081
Hungarian Grand Prix,3.0,ZHO,13.3
Hungarian Grand Prix,3.0,MAG,12.172
Hungarian Grand Prix,3.0,SAR,13.989
Hungarian Grand Prix,4.0,VER,0.0
Hungarian Grand Prix,4.0,NOR,3.039
Hungarian Grand Prix,4.0,PER,9.129
Hungarian Grand Prix,4.0,HAM,3.896
Hungarian Grand Prix,4.0,PIA,1.62
Hungarian Grand Prix,4.0,RUS,12.888
Hungarian Grand Prix,4.0,LEC,5.871
Hungarian Grand Prix,4.0,SAI,6.711
Hungarian Grand Prix,4.0,ALO,8.585
Hungarian Grand Prix,4.0,STR,10.605
Hungarian Grand Prix,4.0,ALB,14.436
Hungarian Grand Prix,4.0,BOT,12.139
Hungarian Grand Prix,4.0,RIC,16.845
Hungarian Grand Prix,4.0,HUL,10.008
Hungarian Grand Prix,4.0,TSU,11.345
Hungarian Grand Prix,4.0,ZHO,15.171
Hungarian Grand Prix,4.0,MAG,13.729
Hungarian Grand Prix,4.0,SAR,15.961
Hungarian Grand Prix,5.0,VER,0.0
Hungarian Grand Prix,5.0,NOR,3.089
Hungarian Grand Prix,5.0,PER,10.118
Hungarian Grand Prix,5.0,HAM,4.365
Hungarian Grand Prix,5.0,PIA,1.704
Hungarian Grand Prix,5.0,RUS,14.146
Hungarian Grand Prix,5.0,LEC,6.24
Hungarian Grand Prix,5.0,SAI,7.207
Hungarian Grand Prix,5.0,ALO,9.691
Hungarian Grand Prix,5.0,STR,11.684
Hungarian Grand Prix,5.0,ALB,15.947
Hungarian Grand Prix,5.0,BOT,13.287
Hungarian Grand Prix,5.0,RIC,18.238
Hungarian Grand Prix,5.0,HUL,10.987
Hungarian Grand Prix,5.0,TSU,12.488
Hungarian Grand Prix,5.0,ZHO,16.665
Hungarian Grand Prix,5.0,MAG,14.952
Hungarian Grand Prix,5.0,SAR,17.531
Hungarian Grand Prix,6.0,VER,0.0
Hungarian Grand Prix,6.0,NOR,3.319
Hungarian Grand Prix,6.0,PER,11.172
Hungarian Grand Prix,6.0,HAM,4.936
Hungarian Grand Prix,6.0,PIA,1.9489999999999998
Hungarian Grand Prix,6.0,RUS,15.389
Hungarian Grand Prix,6.0,LEC,6.736
Hungarian Grand Prix,6.0,SAI,8.027
Hungarian Grand Prix,6.0,ALO,10.599
Hungarian Grand Prix,6.0,STR,12.776
Hungarian Grand Prix,6.0,ALB,17.436
Hungarian Grand Prix,6.0,BOT,14.421
Hungarian Grand Prix,6.0,RIC,19.843
Hungarian Grand Prix,6.0,HUL,12.099
Hungarian Grand Prix,6.0,TSU,13.566
Hungarian Grand Prix,6.0,ZHO,18.382
Hungarian Grand Prix,6.0,MAG,16.459
Hungarian Grand Prix,6.0,SAR,19.119
Hungarian Grand Prix,7.0,VER,0.0
Hungarian Grand Prix,7.0,NOR,3.9699999999999998
Hungarian Grand Prix,7.0,PER,12.13
Hungarian Grand Prix,7.0,HAM,5.628
Hungarian Grand Prix,7.0,PIA,2.382
Hungarian Grand Prix,7.0,RUS,16.742
Hungarian Grand Prix,7.0,LEC,7.389
Hungarian Grand Prix,7.0,SAI,9.202
Hungarian Grand Prix,7.0,ALO,11.676
Hungarian Grand Prix,7.0,STR,14.035
Hungarian Grand Prix,7.0,ALB,18.833
Hungarian Grand Prix,7.0,BOT,15.672
Hungarian Grand Prix,7.0,RIC,21.429
Hungarian Grand Prix,7.0,HUL,13.224
Hungarian Grand Prix,7.0,TSU,14.877
Hungarian Grand Prix,7.0,ZHO,19.828
Hungarian Grand Prix,7.0,MAG,17.949
Hungarian Grand Prix,7.0,SAR,20.734
Hungarian Grand Prix,8.0,VER,0.0
Hungarian Grand Prix,8.0,NOR,4.466
Hungarian Grand Prix,8.0,PER,12.457
Hungarian Grand Prix,8.0,HAM,6.035
Hungarian Grand Prix,8.0,PIA,2.624
Hungarian Grand Prix,8.0,RUS,18.296
Hungarian Grand Prix,8.0,LEC,8.345
Hungarian Grand Prix,8.0,SAI,10.355
Hungarian Grand Prix,8.0,ALO,14.277
Hungarian Grand Prix,8.0,STR,15.764
Hungarian Grand Prix,8.0,ALB,22.377
Hungarian Grand Prix,8.0,BOT,17.239
Hungarian Grand Prix,8.0,RIC,23.319
Hungarian Grand Prix,8.0,HUL,15.007
Hungarian Grand Prix,8.0,TSU,16.524
Hungarian Grand Prix,8.0,ZHO,21.355
Hungarian Grand Prix,8.0,MAG,19.535
Hungarian Grand Prix,8.0,SAR,22.267
Hungarian Grand Prix,9.0,VER,0.0
Hungarian Grand Prix,9.0,NOR,5.228
Hungarian Grand Prix,9.0,PER,13.327
Hungarian Grand Prix,9.0,HAM,7.014
Hungarian Grand Prix,9.0,PIA,3.167
Hungarian Grand Prix,9.0,RUS,20.125
Hungarian Grand Prix,9.0,LEC,9.177
Hungarian Grand Prix,9.0,SAI,11.525
Hungarian Grand Prix,9.0,ALO,16.149
Hungarian Grand Prix,9.0,STR,20.259
Hungarian Grand Prix,9.0,ALB,40.651
Hungarian Grand Prix,9.0,BOT,21.72
Hungarian Grand Prix,9.0,RIC,24.797
Hungarian Grand Prix,9.0,HUL,16.949
Hungarian Grand Prix,9.0,TSU,20.949
Hungarian Grand Prix,9.0,ZHO,22.762
Hungarian Grand Prix,9.0,MAG,21.487
Hungarian Grand Prix,9.0,SAR,23.877
Hungarian Grand Prix,10.0,VER,0.0
Hungarian Grand Prix,10.0,NOR,5.781
Hungarian Grand Prix,10.0,PER,14.113
Hungarian Grand Prix,10.0,HAM,7.732
Hungarian Grand Prix,10.0,PIA,3.491
Hungarian Grand Prix,10.0,RUS,20.954
Hungarian Grand Prix,10.0,LEC,9.824
Hungarian Grand Prix,10.0,SAI,12.374
Hungarian Grand Prix,10.0,ALO,17.247
Hungarian Grand Prix,10.0,STR,38.434
Hungarian Grand Prix,10.0,ALB,42.047
Hungarian Grand Prix,10.0,BOT,40.758
Hungarian Grand Prix,10.0,RIC,26.59
Hungarian Grand Prix,10.0,HUL,18.512
Hungarian Grand Prix,10.0,TSU,44.741
Hungarian Grand Prix,10.0,ZHO,26.542
Hungarian Grand Prix,10.0,MAG,23.526
Hungarian Grand Prix,10.0,SAR,25.492
Hungarian Grand Prix,11.0,VER,0.0
Hungarian Grand Prix,11.0,NOR,6.194
Hungarian Grand Prix,11.0,PER,14.956
Hungarian Grand Prix,11.0,HAM,8.423
Hungarian Grand Prix,11.0,PIA,4.115
Hungarian Grand Prix,11.0,RUS,22.187
Hungarian Grand Prix,11.0,LEC,10.423
Hungarian Grand Prix,11.0,SAI,13.455
Hungarian Grand Prix,11.0,ALO,17.949
Hungarian Grand Prix,11.0,STR,38.803
Hungarian Grand Prix,11.0,ALB,42.419
Hungarian Grand Prix,11.0,BOT,40.542
Hungarian Grand Prix,11.0,RIC,28.131
Hungarian Grand Prix,11.0,HUL,20.169
Hungarian Grand Prix,11.0,TSU,45.017
Hungarian Grand Prix,11.0,ZHO,52.018
Hungarian Grand Prix,11.0,MAG,25.033
Hungarian Grand Prix,11.0,SAR,26.65
Hungarian Grand Prix,12.0,VER,0.0
Hungarian Grand Prix,12.0,NOR,6.889
Hungarian Grand Prix,12.0,PER,15.9
Hungarian Grand Prix,12.0,HAM,9.198
Hungarian Grand Prix,12.0,PIA,4.817
Hungarian Grand Prix,12.0,RUS,23.877
Hungarian Grand Prix,12.0,LEC,11.353
Hungarian Grand Prix,12.0,SAI,14.515
Hungarian Grand Prix,12.0,ALO,18.814
Hungarian Grand Prix,12.0,STR,39.356
Hungarian Grand Prix,12.0,ALB,43.302
Hungarian Grand Prix,12.0,BOT,40.884
Hungarian Grand Prix,12.0,RIC,29.616
Hungarian Grand Prix,12.0,HUL,22.051
Hungarian Grand Prix,12.0,TSU,45.512
Hungarian Grand Prix,12.0,ZHO,51.455
Hungarian Grand Prix,12.0,MAG,26.71
Hungarian Grand Prix,12.0,SAR,28.043
Hungarian Grand Prix,13.0,VER,0.0
Hungarian Grand Prix,13.0,NOR,7.625
Hungarian Grand Prix,13.0,PER,16.622
Hungarian Grand Prix,13.0,HAM,9.896
Hungarian Grand Prix,13.0,PIA,5.237
Hungarian Grand Prix,13.0,RUS,25.49
Hungarian Grand Prix,13.0,LEC,12.322
Hungarian Grand Prix,13.0,SAI,15.712
Hungarian Grand Prix,13.0,ALO,19.918
Hungarian Grand Prix,13.0,STR,39.62
Hungarian Grand Prix,13.0,ALB,44.025
Hungarian Grand Prix,13.0,BOT,41.38
Hungarian Grand Prix,13.0,RIC,31.098
Hungarian Grand Prix,13.0,HUL,23.787
Hungarian Grand Prix,13.0,TSU,46.218
Hungarian Grand Prix,13.0,ZHO,50.975
Hungarian Grand Prix,13.0,MAG,28.69
Hungarian Grand Prix,13.0,SAR,31.885
Hungarian Grand Prix,14.0,VER,0.0
Hungarian Grand Prix,14.0,NOR,8.432
Hungarian Grand Prix,14.0,PER,17.676
Hungarian Grand Prix,14.0,HAM,11.104
Hungarian Grand Prix,14.0,PIA,6.198
Hungarian Grand Prix,14.0,RUS,27.135
Hungarian Grand Prix,14.0,LEC,13.796
Hungarian Grand Prix,14.0,SAI,17.145
Hungarian Grand Prix,14.0,ALO,20.967
Hungarian Grand Prix,14.0,STR,40.029
Hungarian Grand Prix,14.0,ALB,44.92
Hungarian Grand Prix,14.0,BOT,41.994
Hungarian Grand Prix,14.0,RIC,32.404
Hungarian Grand Prix,14.0,HUL,25.502
Hungarian Grand Prix,14.0,TSU,47.148
Hungarian Grand Prix,14.0,ZHO,50.644
Hungarian Grand Prix,14.0,MAG,32.818
Hungarian Grand Prix,14.0,SAR,53.577
Hungarian Grand Prix,15.0,VER,0.0
Hungarian Grand Prix,15.0,NOR,9.18
Hungarian Grand Prix,15.0,PER,19.811
Hungarian Grand Prix,15.0,HAM,12.631
Hungarian Grand Prix,15.0,PIA,7.09
Hungarian Grand Prix,15.0,RUS,28.774
Hungarian Grand Prix,15.0,LEC,15.236
Hungarian Grand Prix,15.0,SAI,21.533
Hungarian Grand Prix,15.0,ALO,22.339
Hungarian Grand Prix,15.0,STR,40.723
Hungarian Grand Prix,15.0,ALB,46.004
Hungarian Grand Prix,15.0,BOT,42.793
Hungarian Grand Prix,15.0,RIC,33.681
Hungarian Grand Prix,15.0,HUL,27.475
Hungarian Grand Prix,15.0,TSU,48.073
Hungarian Grand Prix,15.0,ZHO,51.518
Hungarian Grand Prix,15.0,MAG,52.983
Hungarian Grand Prix,15.0,SAR,54.656
Hungarian Grand Prix,16.0,VER,0.0
Hungarian Grand Prix,16.0,NOR,9.822
Hungarian Grand Prix,16.0,PER,20.133
Hungarian Grand Prix,16.0,HAM,16.049
Hungarian Grand Prix,16.0,PIA,7.756
Hungarian Grand Prix,16.0,RUS,29.669
Hungarian Grand Prix,16.0,LEC,16.507
Hungarian Grand Prix,16.0,SAI,39.764
Hungarian Grand Prix,16.0,ALO,23.295
Hungarian Grand Prix,16.0,STR,41.862
Hungarian Grand Prix,16.0,ALB,47.177
Hungarian Grand Prix,16.0,BOT,43.75
Hungarian Grand Prix,16.0,RIC,34.541
Hungarian Grand Prix,16.0,HUL,31.547
Hungarian Grand Prix,16.0,TSU,48.85
Hungarian Grand Prix,16.0,ZHO,52.034
Hungarian Grand Prix,16.0,MAG,53.392
Hungarian Grand Prix,16.0,SAR,55.524
Hungarian Grand Prix,17.0,VER,0.0
Hungarian Grand Prix,17.0,NOR,12.723
Hungarian Grand Prix,17.0,PER,20.679
Hungarian Grand Prix,17.0,HAM,36.511
Hungarian Grand Prix,17.0,PIA,8.361
Hungarian Grand Prix,17.0,RUS,30.67
Hungarian Grand Prix,17.0,LEC,19.719
Hungarian Grand Prix,17.0,SAI,39.979
Hungarian Grand Prix,17.0,ALO,24.25
Hungarian Grand Prix,17.0,STR,42.51
Hungarian Grand Prix,17.0,ALB,48.45
Hungarian Grand Prix,17.0,BOT,44.531
Hungarian Grand Prix,17.0,RIC,37.323
Hungarian Grand Prix,17.0,HUL,51.994
Hungarian Grand Prix,17.0,TSU,50.074
Hungarian Grand Prix,17.0,ZHO,53.527
Hungarian Grand Prix,17.0,MAG,54.436
Hungarian Grand Prix,17.0,SAR,56.545
Hungarian Grand Prix,18.0,VER,0.0
Hungarian Grand Prix,18.0,NOR,29.056
Hungarian Grand Prix,18.0,PER,21.177
Hungarian Grand Prix,18.0,HAM,38.082
Hungarian Grand Prix,18.0,PIA,11.419
Hungarian Grand Prix,18.0,RUS,32.4
Hungarian Grand Prix,18.0,LEC,44.661
Hungarian Grand Prix,18.0,SAI,40.75
Hungarian Grand Prix,18.0,ALO,25.192
Hungarian Grand Prix,18.0,STR,43.473
Hungarian Grand Prix,18.0,ALB,50.1
Hungarian Grand Prix,18.0,BOT,46.515
Hungarian Grand Prix,18.0,RIC,42.078
Hungarian Grand Prix,18.0,HUL,52.994
Hungarian Grand Prix,18.0,TSU,51.485
Hungarian Grand Prix,18.0,ZHO,54.639
Hungarian Grand Prix,18.0,MAG,55.579
Hungarian Grand Prix,18.0,SAR,57.66
Hungarian Grand Prix,19.0,VER,0.0
Hungarian Grand Prix,19.0,NOR,28.203
Hungarian Grand Prix,19.0,PER,21.348
Hungarian Grand Prix,19.0,HAM,39.224
Hungarian Grand Prix,19.0,PIA,29.586
Hungarian Grand Prix,19.0,RUS,33.427
Hungarian Grand Prix,19.0,LEC,44.752
Hungarian Grand Prix,19.0,SAI,41.147
Hungarian Grand Prix,19.0,ALO,25.874
Hungarian Grand Prix,19.0,STR,44.131
Hungarian Grand Prix,19.0,ALB,51.247
Hungarian Grand Prix,19.0,BOT,47.431
Hungarian Grand Prix,19.0,RIC,62.185
Hungarian Grand Prix,19.0,HUL,54.202
Hungarian Grand Prix,19.0,TSU,52.608
Hungarian Grand Prix,19.0,ZHO,55.786
Hungarian Grand Prix,19.0,MAG,56.785
Hungarian Grand Prix,19.0,SAR,58.463
Hungarian Grand Prix,20.0,VER,0.0
Hungarian Grand Prix,20.0,NOR,28.079
Hungarian Grand Prix,20.0,PER,21.803
Hungarian Grand Prix,20.0,HAM,39.417
Hungarian Grand Prix,20.0,PIA,30.015
Hungarian Grand Prix,20.0,RUS,34.629
Hungarian Grand Prix,20.0,LEC,45.062
Hungarian Grand Prix,20.0,SAI,41.59
Hungarian Grand Prix,20.0,ALO,29.644
Hungarian Grand Prix,20.0,STR,46.438
Hungarian Grand Prix,20.0,ALB,52.275
Hungarian Grand Prix,20.0,BOT,48.273
Hungarian Grand Prix,20.0,RIC,62.98
Hungarian Grand Prix,20.0,HUL,55.458
Hungarian Grand Prix,20.0,TSU,53.753
Hungarian Grand Prix,20.0,ZHO,56.984
Hungarian Grand Prix,20.0,MAG,58.01
Hungarian Grand Prix,20.0,SAR,59.281
Hungarian Grand Prix,21.0,VER,0.0
Hungarian Grand Prix,21.0,NOR,27.566
Hungarian Grand Prix,21.0,PER,22.329
Hungarian Grand Prix,21.0,HAM,39.808
Hungarian Grand Prix,21.0,PIA,29.975
Hungarian Grand Prix,21.0,RUS,36.022
Hungarian Grand Prix,21.0,LEC,45.604
Hungarian Grand Prix,21.0,SAI,42.084
Hungarian Grand Prix,21.0,ALO,50.01
Hungarian Grand Prix,21.0,STR,47.859
Hungarian Grand Prix,21.0,ALB,54.089
Hungarian Grand Prix,21.0,BOT,49.602
Hungarian Grand Prix,21.0,RIC,64.101
Hungarian Grand Prix,21.0,HUL,56.958
Hungarian Grand Prix,21.0,TSU,55.38
Hungarian Grand Prix,21.0,ZHO,58.639
Hungarian Grand Prix,21.0,MAG,59.807
Hungarian Grand Prix,21.0,SAR,60.937
Hungarian Grand Prix,22.0,VER,0.0
Hungarian Grand Prix,22.0,NOR,27.087
Hungarian Grand Prix,22.0,PER,22.94
Hungarian Grand Prix,22.0,HAM,39.925
Hungarian Grand Prix,22.0,PIA,29.506
Hungarian Grand Prix,22.0,RUS,36.99
Hungarian Grand Prix,22.0,LEC,45.796
Hungarian Grand Prix,22.0,SAI,42.391
Hungarian Grand Prix,22.0,ALO,51.45
Hungarian Grand Prix,22.0,STR,48.541
Hungarian Grand Prix,22.0,ALB,55.569
Hungarian Grand Prix,22.0,BOT,52.392
Hungarian Grand Prix,22.0,RIC,64.754
Hungarian Grand Prix,22.0,HUL,58.38
Hungarian Grand Prix,22.0,TSU,56.931
Hungarian Grand Prix,22.0,ZHO,59.97
Hungarian Grand Prix,22.0,MAG,61.461
Hungarian Grand Prix,22.0,SAR,62.576
Hungarian Grand Prix,23.0,VER,0.0
Hungarian Grand Prix,23.0,NOR,23.643
Hungarian Grand Prix,23.0,PER,20.575
Hungarian Grand Prix,23.0,HAM,37.059
Hungarian Grand Prix,23.0,PIA,26.478
Hungarian Grand Prix,23.0,RUS,35.101
Hungarian Grand Prix,23.0,LEC,43.06
Hungarian Grand Prix,23.0,SAI,39.665
Hungarian Grand Prix,23.0,ALO,49.624
Hungarian Grand Prix,23.0,STR,46.798
Hungarian Grand Prix,23.0,ALB,54.495
Hungarian Grand Prix,23.0,BOT,51.046
Hungarian Grand Prix,23.0,RIC,63.065
Hungarian Grand Prix,23.0,HUL,57.328
Hungarian Grand Prix,23.0,TSU,55.688
Hungarian Grand Prix,23.0,ZHO,58.767
Hungarian Grand Prix,23.0,MAG,60.241
Hungarian Grand Prix,23.0,SAR,61.174
Hungarian Grand Prix,24.0,VER,0.0
Hungarian Grand Prix,24.0,NOR,5.483
Hungarian Grand Prix,24.0,PER,6.01
Hungarian Grand Prix,24.0,HAM,19.297
Hungarian Grand Prix,24.0,PIA,8.471
Hungarian Grand Prix,24.0,RUS,18.111
Hungarian Grand Prix,24.0,LEC,25.202
Hungarian Grand Prix,24.0,SAI,22.021
Hungarian Grand Prix,24.0,ALO,32.927
Hungarian Grand Prix,24.0,STR,29.924
Hungarian Grand Prix,24.0,ALB,38.228
Hungarian Grand Prix,24.0,BOT,34.83
Hungarian Grand Prix,24.0,RIC,46.406
Hungarian Grand Prix,24.0,HUL,41.186
Hungarian Grand Prix,24.0,TSU,39.606
Hungarian Grand Prix,24.0,ZHO,42.673
Hungarian Grand Prix,24.0,MAG,44.165
Hungarian Grand Prix,24.0,SAR,45.267
Hungarian Grand Prix,25.0,VER,0.0
Hungarian Grand Prix,25.0,NOR,5.223
Hungarian Grand Prix,25.0,PER,24.775
Hungarian Grand Prix,25.0,HAM,19.583
Hungarian Grand Prix,25.0,PIA,8.624
Hungarian Grand Prix,25.0,RUS,21.956
Hungarian Grand Prix,25.0,LEC,26.267
Hungarian Grand Prix,25.0,SAI,23.087
Hungarian Grand Prix,25.0,ALO,33.908
Hungarian Grand Prix,25.0,STR,31.329
Hungarian Grand Prix,25.0,ALB,40.036
Hungarian Grand Prix,25.0,BOT,36.277
Hungarian Grand Prix,25.0,RIC,48.303
Hungarian Grand Prix,25.0,HUL,43.154
Hungarian Grand Prix,25.0,TSU,41.422
Hungarian Grand Prix,25.0,ZHO,44.672
Hungarian Grand Prix,25.0,MAG,46.404
Hungarian Grand Prix,25.0,SAR,47.41
Hungarian Grand Prix,26.0,VER,0.0
Hungarian Grand Prix,26.0,NOR,5.2379999999999995
Hungarian Grand Prix,26.0,PER,24.686
Hungarian Grand Prix,26.0,HAM,19.832
Hungarian Grand Prix,26.0,PIA,8.783
Hungarian Grand Prix,26.0,RUS,23.8
Hungarian Grand Prix,26.0,LEC,27.155
Hungarian Grand Prix,26.0,SAI,24.566
Hungarian Grand Prix,26.0,ALO,34.788
Hungarian Grand Prix,26.0,STR,32.74
Hungarian Grand Prix,26.0,ALB,41.931
Hungarian Grand Prix,26.0,BOT,38.049
Hungarian Grand Prix,26.0,RIC,50.795
Hungarian Grand Prix,26.0,HUL,45.018
Hungarian Grand Prix,26.0,TSU,43.349
Hungarian Grand Prix,26.0,ZHO,46.899
Hungarian Grand Prix,26.0,MAG,48.819
Hungarian Grand Prix,26.0,SAR,49.793
Hungarian Grand Prix,27.0,VER,0.0
Hungarian Grand Prix,27.0,NOR,5.666
Hungarian Grand Prix,27.0,PER,26.7
Hungarian Grand Prix,27.0,HAM,20.389
Hungarian Grand Prix,27.0,PIA,9.426
Hungarian Grand Prix,27.0,RUS,25.962
Hungarian Grand Prix,27.0,LEC,28.798000000000002
Hungarian Grand Prix,27.0,SAI,28.009
Hungarian Grand Prix,27.0,ALO,35.974
Hungarian Grand Prix,27.0,STR,34.644
Hungarian Grand Prix,27.0,ALB,43.985
Hungarian Grand Prix,27.0,BOT,39.93
Hungarian Grand Prix,27.0,RIC,53.245
Hungarian Grand Prix,27.0,HUL,47.226
Hungarian Grand Prix,27.0,TSU,45.614
Hungarian Grand Prix,27.0,ZHO,49.092
Hungarian Grand Prix,27.0,MAG,51.461
Hungarian Grand Prix,27.0,SAR,52.344
Hungarian Grand Prix,28.0,VER,0.0
Hungarian Grand Prix,28.0,NOR,6.432
Hungarian Grand Prix,28.0,PER,26.986
Hungarian Grand Prix,28.0,HAM,20.788
Hungarian Grand Prix,28.0,PIA,10.278
Hungarian Grand Prix,28.0,RUS,31.564
Hungarian Grand Prix,28.0,LEC,30.554
Hungarian Grand Prix,28.0,SAI,29.89
Hungarian Grand Prix,28.0,ALO,37.201
Hungarian Grand Prix,28.0,STR,36.467
Hungarian Grand Prix,28.0,ALB,45.922
Hungarian Grand Prix,28.0,BOT,41.469
Hungarian Grand Prix,28.0,RIC,55.402
Hungarian Grand Prix,28.0,HUL,49.575
Hungarian Grand Prix,28.0,TSU,47.608
Hungarian Grand Prix,28.0,ZHO,51.029
Hungarian Grand Prix,28.0,MAG,53.9
Hungarian Grand Prix,28.0,SAR,54.788
Hungarian Grand Prix,29.0,VER,0.0
Hungarian Grand Prix,29.0,NOR,6.806
Hungarian Grand Prix,29.0,PER,26.419
Hungarian Grand Prix,29.0,HAM,21.081
Hungarian Grand Prix,29.0,PIA,11.294
Hungarian Grand Prix,29.0,RUS,51.409
Hungarian Grand Prix,29.0,LEC,31.364
Hungarian Grand Prix,29.0,SAI,30.393
Hungarian Grand Prix,29.0,ALO,38.02
Hungarian Grand Prix,29.0,STR,39.761
Hungarian Grand Prix,29.0,ALB,47.752
Hungarian Grand Prix,29.0,BOT,43.059
Hungarian Grand Prix,29.0,RIC,59.987
Hungarian Grand Prix,29.0,HUL,51.129
Hungarian Grand Prix,29.0,TSU,49.582
Hungarian Grand Prix,29.0,ZHO,53.674
Hungarian Grand Prix,29.0,MAG,56.342
Hungarian Grand Prix,29.0,SAR,57.024
Hungarian Grand Prix,30.0,VER,0.0
Hungarian Grand Prix,30.0,NOR,7.225
Hungarian Grand Prix,30.0,PER,25.881
Hungarian Grand Prix,30.0,HAM,21.206
Hungarian Grand Prix,30.0,PIA,12.143
Hungarian Grand Prix,30.0,RUS,52.161
Hungarian Grand Prix,30.0,LEC,32.123
Hungarian Grand Prix,30.0,SAI,31.042
Hungarian Grand Prix,30.0,ALO,39.208
Hungarian Grand Prix,30.0,STR,41.812
Hungarian Grand Prix,30.0,ALB,49.61
Hungarian Grand Prix,30.0,BOT,44.696
Hungarian Grand Prix,30.0,RIC,79.172
Hungarian Grand Prix,30.0,HUL,54.108
Hungarian Grand Prix,30.0,TSU,51.71
Hungarian Grand Prix,30.0,ZHO,56.088
Hungarian Grand Prix,30.0,MAG,59.048
Hungarian Grand Prix,30.0,SAR,59.746
Hungarian Grand Prix,31.0,VER,0.0
Hungarian Grand Prix,31.0,NOR,7.924
Hungarian Grand Prix,31.0,PER,25.637
Hungarian Grand Prix,31.0,HAM,21.468
Hungarian Grand Prix,31.0,PIA,13.126
Hungarian Grand Prix,31.0,RUS,51.811
Hungarian Grand Prix,31.0,LEC,33.049
Hungarian Grand Prix,31.0,SAI,31.725
Hungarian Grand Prix,31.0,ALO,40.283
Hungarian Grand Prix,31.0,STR,43.634
Hungarian Grand Prix,31.0,ALB,53.852
Hungarian Grand Prix,31.0,BOT,46.263
Hungarian Grand Prix,31.0,RIC,79.743
Hungarian Grand Prix,31.0,HUL,56.027
Hungarian Grand Prix,31.0,TSU,54.496
Hungarian Grand Prix,31.0,ZHO,58.554
Hungarian Grand Prix,31.0,MAG,61.741
Hungarian Grand Prix,31.0,SAR,62.366
Hungarian Grand Prix,32.0,VER,0.0
Hungarian Grand Prix,32.0,NOR,8.763
Hungarian Grand Prix,32.0,PER,26.024
Hungarian Grand Prix,32.0,HAM,22.566
Hungarian Grand Prix,32.0,PIA,14.603
Hungarian Grand Prix,32.0,RUS,51.533
Hungarian Grand Prix,32.0,LEC,34.322
Hungarian Grand Prix,32.0,SAI,33.133
Hungarian Grand Prix,32.0,ALO,41.406
Hungarian Grand Prix,32.0,STR,45.713
Hungarian Grand Prix,32.0,ALB,74.331
Hungarian Grand Prix,32.0,BOT,48.393
Hungarian Grand Prix,32.0,RIC,80.646
Hungarian Grand Prix,32.0,HUL,58.352
Hungarian Grand Prix,32.0,TSU,56.731
Hungarian Grand Prix,32.0,ZHO,60.969
Hungarian Grand Prix,32.0,MAG,64.792
Hungarian Grand Prix,32.0,SAR,65.417
Hungarian Grand Prix,33.0,VER,0.0
Hungarian Grand Prix,33.0,NOR,9.537
Hungarian Grand Prix,33.0,PER,26.026
Hungarian Grand Prix,33.0,HAM,22.86
Hungarian Grand Prix,33.0,PIA,15.848
Hungarian Grand Prix,33.0,RUS,51.75
Hungarian Grand Prix,33.0,LEC,35.379
Hungarian Grand Prix,33.0,SAI,34.085
Hungarian Grand Prix,33.0,ALO,42.232
Hungarian Grand Prix,33.0,STR,47.541
Hungarian Grand Prix,33.0,ALB,75.178
Hungarian Grand Prix,33.0,BOT,50.343
Hungarian Grand Prix,33.0,RIC,81.469
Hungarian Grand Prix,33.0,HUL,60.386
Hungarian Grand Prix,33.0,TSU,58.666
Hungarian Grand Prix,33.0,ZHO,63.353
Hungarian Grand Prix,33.0,MAG,67.525
Hungarian Grand Prix,33.0,SAR,68.104
Hungarian Grand Prix,34.0,VER,0.0
Hungarian Grand Prix,34.0,NOR,10.254
Hungarian Grand Prix,34.0,PER,26.046
Hungarian Grand Prix,34.0,HAM,23.252
Hungarian Grand Prix,34.0,PIA,17.068
Hungarian Grand Prix,34.0,RUS,52.635
Hungarian Grand Prix,34.0,LEC,36.48
Hungarian Grand Prix,34.0,SAI,35.103
Hungarian Grand Prix,34.0,ALO,43.541
Hungarian Grand Prix,34.0,STR,51.906
Hungarian Grand Prix,34.0,ALB,75.929
Hungarian Grand Prix,34.0,BOT,52.444
Hungarian Grand Prix,34.0,RIC,81.993
Hungarian Grand Prix,34.0,HUL,62.608
