Event,Lap,Driver,GapToLeader_Secs
Miami Grand Prix,27.0,MAG,51.405
Miami Grand Prix,27.0,TSU,25.99
Miami Grand Prix,27.0,ALB,49.101
Miami Grand Prix,27.0,ZHO,37.646
Miami Grand Prix,27.0,HUL,47.157
Miami Grand Prix,27.0,RIC,41.794
Miami Grand Prix,27.0,OCO,42.836
Miami Grand Prix,27.0,NOR,0.0
Miami Grand Prix,27.0,HAM,38.807
Miami Grand Prix,27.0,SAI,3.266
Miami Grand Prix,27.0,RUS,40.902
Miami Grand Prix,27.0,BOT,55.554
Miami Grand Prix,27.0,PIA,0.881
Miami Grand Prix,28.0,VER,18.652
Miami Grand Prix,28.0,GAS,65.719
Miami Grand Prix,28.0,PER,37.852
Miami Grand Prix,28.0,ALO,62.156
Miami Grand Prix,28.0,LEC,20.942
Miami Grand Prix,28.0,STR,73.013
Miami Grand Prix,28.0,SAR,109.261
Miami Grand Prix,28.0,MAG,105.486
Miami Grand Prix,28.0,TSU,41.618
Miami Grand Prix,28.0,ALB,70.285
Miami Grand Prix,28.0,ZHO,58.712
Miami Grand Prix,28.0,HUL,70.544
Miami Grand Prix,28.0,RIC,63.181
Miami Grand Prix,28.0,OCO,60.702
Miami Grand Prix,28.0,NOR,0.0
Miami Grand Prix,28.0,HAM,54.13
Miami Grand Prix,28.0,SAI,28.105
Miami Grand Prix,28.0,RUS,58.141
Miami Grand Prix,28.0,BOT,81.175
Miami Grand Prix,28.0,PIA,24.318
Miami Grand Prix,29.0,VER,31.807
Miami Grand Prix,29.0,GAS,61.486
Miami Grand Prix,29.0,PER,42.558
Miami Grand Prix,29.0,ALO,56.878
Miami Grand Prix,29.0,LEC,33.172
Miami Grand Prix,29.0,STR,76.926
Miami Grand Prix,29.0,MAG,117.385
Miami Grand Prix,29.0,TSU,46.457
Miami Grand Prix,29.0,ALB,64.034
Miami Grand Prix,29.0,ZHO,64.694
Miami Grand Prix,29.0,HUL,75.165
Miami Grand Prix,29.0,RIC,67.381
Miami Grand Prix,29.0,OCO,53.917
Miami Grand Prix,29.0,NOR,0.0
Miami Grand Prix,29.0,HAM,49.504
Miami Grand Prix,29.0,SAI,34.396
Miami Grand Prix,29.0,RUS,52.25
Miami Grand Prix,29.0,BOT,78.547
Miami Grand Prix,29.0,PIA,33.79
Miami Grand Prix,30.0,VER,18.212
Miami Grand Prix,30.0,GAS,38.634
Miami Grand Prix,30.0,PER,25.136
Miami Grand Prix,30.0,ALO,36.997
Miami Grand Prix,30.0,LEC,20.428
Miami Grand Prix,30.0,STR,46.687
Miami Grand Prix,30.0,MAG,82.639
Miami Grand Prix,30.0,TSU,29.808
Miami Grand Prix,30.0,ALB,39.039
Miami Grand Prix,30.0,ZHO,41.646
Miami Grand Prix,30.0,HUL,45.78
Miami Grand Prix,30.0,RIC,43.796
Miami Grand Prix,30.0,OCO,34.7
Miami Grand Prix,30.0,NOR,0.0
Miami Grand Prix,30.0,HAM,31.604
Miami Grand Prix,30.0,SAI,24.057
Miami Grand Prix,30.0,RUS,33.663
Miami Grand Prix,30.0,BOT,59.947
Miami Grand Prix,30.0,PIA,21.657
Miami Grand Prix,31.0,VER,1.776
Miami Grand Prix,31.0,GAS,30.195
Miami Grand Prix,31.0,PER,10.318
Miami Grand Prix,31.0,ALO,28.572
Miami Grand Prix,31.0,LEC,5.055
Miami Grand Prix,31.0,STR,40.331
Miami Grand Prix,31.0,MAG,65.499
Miami Grand Prix,31.0,TSU,15.058
Miami Grand Prix,31.0,ALB,32.611
Miami Grand Prix,31.0,ZHO,35.2
Miami Grand Prix,31.0,HUL,39.28
Miami Grand Prix,31.0,RIC,37.805
Miami Grand Prix,31.0,OCO,24.474
Miami Grand Prix,31.0,NOR,0.0
Miami Grand Prix,31.0,HAM,17.62
Miami Grand Prix,31.0,SAI,9.091
Miami Grand Prix,31.0,RUS,22.763
Miami Grand Prix,31.0,BOT,45.02
Miami Grand Prix,31.0,PIA,6.901
Miami Grand Prix,32.0,VER,0.199
Miami Grand Prix,32.0,GAS,4.526
Miami Grand Prix,32.0,PER,1.363
Miami Grand Prix,32.0,ALO,3.5620000000000003
Miami Grand Prix,32.0,LEC,0.497
Miami Grand Prix,32.0,STR,8.188
Miami Grand Prix,32.0,MAG,23.941
Miami Grand Prix,32.0,TSU,1.9689999999999999
Miami Grand Prix,32.0,ALB,5.421
Miami Grand Prix,32.0,ZHO,5.8870000000000005
Miami Grand Prix,32.0,HUL,6.9350000000000005
Miami Grand Prix,32.0,RIC,6.4719999999999995
Miami Grand Prix,32.0,OCO,3.231
Miami Grand Prix,32.0,NOR,0.0
Miami Grand Prix,32.0,HAM,2.239
Miami Grand Prix,32.0,SAI,1.19
Miami Grand Prix,32.0,RUS,2.803
Miami Grand Prix,32.0,BOT,10.279
Miami Grand Prix,32.0,PIA,0.699
Miami Grand Prix,33.0,VER,1.2690000000000001
Miami Grand Prix,33.0,GAS,7.93
Miami Grand Prix,33.0,PER,3.795
Miami Grand Prix,33.0,ALO,7.305
Miami Grand Prix,33.0,LEC,2.127
Miami Grand Prix,33.0,STR,10.064
Miami Grand Prix,33.0,MAG,24.558
Miami Grand Prix,33.0,TSU,4.939
Miami Grand Prix,33.0,ALB,8.185
Miami Grand Prix,33.0,ZHO,8.514
Miami Grand Prix,33.0,HUL,9.396
Miami Grand Prix,33.0,RIC,9.346
Miami Grand Prix,33.0,OCO,6.885
Miami Grand Prix,33.0,NOR,0.0
Miami Grand Prix,33.0,HAM,5.169
Miami Grand Prix,33.0,SAI,3.23
Miami Grand Prix,33.0,RUS,6.101
Miami Grand Prix,33.0,BOT,12.131
Miami Grand Prix,33.0,PIA,2.79
Miami Grand Prix,34.0,VER,1.591
Miami Grand Prix,34.0,GAS,9.842
Miami Grand Prix,34.0,PER,4.694
Miami Grand Prix,34.0,ALO,9.084
Miami Grand Prix,34.0,LEC,2.337
Miami Grand Prix,34.0,STR,12.334
Miami Grand Prix,34.0,MAG,25.499
Miami Grand Prix,34.0,TSU,6.882
Miami Grand Prix,34.0,ALB,10.393
Miami Grand Prix,34.0,ZHO,10.663
Miami Grand Prix,34.0,HUL,11.185
Miami Grand Prix,34.0,RIC,11.947
Miami Grand Prix,34.0,OCO,8.33
Miami Grand Prix,34.0,NOR,0.0
Miami Grand Prix,34.0,HAM,6.148
Miami Grand Prix,34.0,SAI,4.05
Miami Grand Prix,34.0,RUS,7.574
Miami Grand Prix,34.0,BOT,14.234
Miami Grand Prix,34.0,PIA,3.644
Miami Grand Prix,35.0,VER,1.609
Miami Grand Prix,35.0,GAS,11.314
Miami Grand Prix,35.0,PER,4.892
Miami Grand Prix,35.0,ALO,10.364
Miami Grand Prix,35.0,LEC,2.395
Miami Grand Prix,35.0,STR,13.893
Miami Grand Prix,35.0,MAG,26.101
Miami Grand Prix,35.0,TSU,7.809
Miami Grand Prix,35.0,ALB,11.857
Miami Grand Prix,35.0,ZHO,12.456
Miami Grand Prix,35.0,HUL,12.909
Miami Grand Prix,35.0,RIC,13.541
Miami Grand Prix,35.0,OCO,9.384
Miami Grand Prix,35.0,NOR,0.0
Miami Grand Prix,35.0,HAM,6.142
Miami Grand Prix,35.0,SAI,4.082
Miami Grand Prix,35.0,RUS,8.46
Miami Grand Prix,35.0,BOT,15.765
Miami Grand Prix,35.0,PIA,3.625
Miami Grand Prix,36.0,VER,1.932
Miami Grand Prix,36.0,GAS,13.059
Miami Grand Prix,36.0,PER,5.943
Miami Grand Prix,36.0,ALO,11.542
Miami Grand Prix,36.0,LEC,3.126
Miami Grand Prix,36.0,STR,16.114
Miami Grand Prix,36.0,MAG,27.174
Miami Grand Prix,36.0,TSU,9.064
Miami Grand Prix,36.0,ALB,13.881
Miami Grand Prix,36.0,ZHO,14.581
Miami Grand Prix,36.0,HUL,15.067
Miami Grand Prix,36.0,RIC,15.658
Miami Grand Prix,36.0,OCO,10.599
Miami Grand Prix,36.0,NOR,0.0
Miami Grand Prix,36.0,HAM,7.249
Miami Grand Prix,36.0,SAI,5.054
Miami Grand Prix,36.0,RUS,9.672
Miami Grand Prix,36.0,BOT,17.861
Miami Grand Prix,36.0,PIA,4.694
Miami Grand Prix,37.0,VER,2.235
Miami Grand Prix,37.0,GAS,14.77
Miami Grand Prix,37.0,PER,7.422
Miami Grand Prix,37.0,ALO,12.874
Miami Grand Prix,37.0,LEC,3.893
Miami Grand Prix,37.0,STR,18.185
Miami Grand Prix,37.0,MAG,28.085
Miami Grand Prix,37.0,TSU,9.896
Miami Grand Prix,37.0,ALB,15.861
Miami Grand Prix,37.0,ZHO,16.458
Miami Grand Prix,37.0,HUL,16.887
Miami Grand Prix,37.0,RIC,17.668
Miami Grand Prix,37.0,OCO,12.135
Miami Grand Prix,37.0,NOR,0.0
Miami Grand Prix,37.0,HAM,8.112
Miami Grand Prix,37.0,SAI,6.295
Miami Grand Prix,37.0,RUS,10.873
Miami Grand Prix,37.0,BOT,19.737
Miami Grand Prix,37.0,PIA,5.655
Miami Grand Prix,38.0,VER,2.627
Miami Grand Prix,38.0,GAS,16.625
Miami Grand Prix,38.0,PER,7.952
Miami Grand Prix,38.0,ALO,13.961
Miami Grand Prix,38.0,LEC,4.5120000000000005
Miami Grand Prix,38.0,STR,19.84
Miami Grand Prix,38.0,MAG,29.025
Miami Grand Prix,38.0,TSU,10.486
Miami Grand Prix,38.0,ALB,17.724
Miami Grand Prix,38.0,ZHO,18.243
Miami Grand Prix,38.0,HUL,18.706
Miami Grand Prix,38.0,RIC,19.415
Miami Grand Prix,38.0,OCO,13.393
Miami Grand Prix,38.0,NOR,0.0
Miami Grand Prix,38.0,HAM,8.75
Miami Grand Prix,38.0,SAI,6.527
Miami Grand Prix,38.0,RUS,12.03
Miami Grand Prix,38.0,BOT,21.61
Miami Grand Prix,38.0,PIA,6.194
Miami Grand Prix,39.0,VER,2.771
Miami Grand Prix,39.0,GAS,18.44
Miami Grand Prix,39.0,PER,8.955
Miami Grand Prix,39.0,ALO,15.429
Miami Grand Prix,39.0,LEC,4.881
Miami Grand Prix,39.0,STR,21.567
Miami Grand Prix,39.0,MAG,30.151
Miami Grand Prix,39.0,TSU,11.498
Miami Grand Prix,39.0,ALB,20.031
Miami Grand Prix,39.0,ZHO,20.36
Miami Grand Prix,39.0,HUL,20.606
Miami Grand Prix,39.0,RIC,21.359
Miami Grand Prix,39.0,OCO,14.722
Miami Grand Prix,39.0,NOR,0.0
Miami Grand Prix,39.0,HAM,9.725
Miami Grand Prix,39.0,SAI,7.533
Miami Grand Prix,39.0,RUS,13.086
Miami Grand Prix,39.0,BOT,23.43
Miami Grand Prix,39.0,PIA,7.619
Miami Grand Prix,40.0,VER,3.036
Miami Grand Prix,40.0,GAS,20.004
Miami Grand Prix,40.0,PER,10.378
Miami Grand Prix,40.0,ALO,16.689
Miami Grand Prix,40.0,LEC,5.311
Miami Grand Prix,40.0,STR,24.734
Miami Grand Prix,40.0,MAG,31.391
Miami Grand Prix,40.0,TSU,13.074
Miami Grand Prix,40.0,ALB,21.574
Miami Grand Prix,40.0,ZHO,22.841
Miami Grand Prix,40.0,HUL,21.73
Miami Grand Prix,40.0,RIC,23.599
Miami Grand Prix,40.0,OCO,16.081
Miami Grand Prix,40.0,NOR,0.0
Miami Grand Prix,40.0,HAM,11.033
Miami Grand Prix,40.0,SAI,8.766
Miami Grand Prix,40.0,RUS,14.141
Miami Grand Prix,40.0,BOT,25.735
Miami Grand Prix,40.0,PIA,17.192
Miami Grand Prix,41.0,VER,3.352
Miami Grand Prix,41.0,GAS,21.946
Miami Grand Prix,41.0,PER,11.456
Miami Grand Prix,41.0,ALO,18.497
Miami Grand Prix,41.0,LEC,5.598
Miami Grand Prix,41.0,STR,25.835
Miami Grand Prix,41.0,MAG,32.668
Miami Grand Prix,41.0,TSU,14.192
Miami Grand Prix,41.0,ALB,24.157
Miami Grand Prix,41.0,ZHO,24.678
Miami Grand Prix,41.0,HUL,23.308
Miami Grand Prix,41.0,RIC,25.394
Miami Grand Prix,41.0,OCO,17.597
Miami Grand Prix,41.0,NOR,0.0
Miami Grand Prix,41.0,HAM,12.117
Miami Grand Prix,41.0,SAI,9.713
Miami Grand Prix,41.0,RUS,15.73
Miami Grand Prix,41.0,BOT,27.72
Miami Grand Prix,41.0,PIA,39.856
Miami Grand Prix,42.0,VER,3.467
Miami Grand Prix,42.0,GAS,23.233
Miami Grand Prix,42.0,PER,11.629
Miami Grand Prix,42.0,ALO,19.337
Miami Grand Prix,42.0,LEC,5.758
Miami Grand Prix,42.0,STR,27.079
Miami Grand Prix,42.0,MAG,33.628
Miami Grand Prix,42.0,TSU,14.795
Miami Grand Prix,42.0,ALB,25.764
Miami Grand Prix,42.0,ZHO,26.115
Miami Grand Prix,42.0,HUL,24.182
Miami Grand Prix,42.0,RIC,26.734
Miami Grand Prix,42.0,OCO,18.568
Miami Grand Prix,42.0,NOR,0.0
Miami Grand Prix,42.0,HAM,12.449
Miami Grand Prix,42.0,SAI,9.954
Miami Grand Prix,42.0,RUS,16.557
Miami Grand Prix,42.0,BOT,29.238
Miami Grand Prix,42.0,PIA,39.159
Miami Grand Prix,43.0,VER,3.836
Miami Grand Prix,43.0,GAS,24.671
Miami Grand Prix,43.0,PER,11.968
Miami Grand Prix,43.0,ALO,20.5
Miami Grand Prix,43.0,LEC,6.324
Miami Grand Prix,43.0,STR,28.971
Miami Grand Prix,43.0,MAG,34.649
Miami Grand Prix,43.0,TSU,15.638
Miami Grand Prix,43.0,ALB,27.379
Miami Grand Prix,43.0,ZHO,27.867
Miami Grand Prix,43.0,HUL,25.754
Miami Grand Prix,43.0,RIC,28.437
Miami Grand Prix,43.0,OCO,19.782
Miami Grand Prix,43.0,NOR,0.0
Miami Grand Prix,43.0,HAM,12.8
Miami Grand Prix,43.0,SAI,9.94
Miami Grand Prix,43.0,RUS,17.412
Miami Grand Prix,43.0,BOT,30.92
Miami Grand Prix,43.0,PIA,38.727
Miami Grand Prix,44.0,VER,4.108
Miami Grand Prix,44.0,GAS,26.346
Miami Grand Prix,44.0,PER,12.297
Miami Grand Prix,44.0,ALO,21.584
Miami Grand Prix,44.0,LEC,6.698
Miami Grand Prix,44.0,STR,30.315
Miami Grand Prix,44.0,MAG,35.756
Miami Grand Prix,44.0,TSU,16.373
Miami Grand Prix,44.0,ALB,28.977
Miami Grand Prix,44.0,ZHO,29.697
Miami Grand Prix,44.0,HUL,27.031
Miami Grand Prix,44.0,RIC,30.214
Miami Grand Prix,44.0,OCO,21.085
Miami Grand Prix,44.0,NOR,0.0
Miami Grand Prix,44.0,HAM,13.131
Miami Grand Prix,44.0,SAI,10.122
Miami Grand Prix,44.0,RUS,19.93
Miami Grand Prix,44.0,BOT,32.687
Miami Grand Prix,44.0,PIA,38.299
Miami Grand Prix,45.0,VER,4.577
Miami Grand Prix,45.0,GAS,28.259
Miami Grand Prix,45.0,PER,12.761
Miami Grand Prix,45.0,ALO,23.568
Miami Grand Prix,45.0,LEC,7.008
Miami Grand Prix,45.0,STR,32.083
Miami Grand Prix,45.0,MAG,36.967
Miami Grand Prix,45.0,TSU,17.382
Miami Grand Prix,45.0,ALB,30.474
Miami Grand Prix,45.0,ZHO,31.403
Miami Grand Prix,45.0,HUL,28.437
Miami Grand Prix,45.0,RIC,33.166
Miami Grand Prix,45.0,OCO,23.365
Miami Grand Prix,45.0,NOR,0.0
Miami Grand Prix,45.0,HAM,13.542
Miami Grand Prix,45.0,SAI,10.555
Miami Grand Prix,45.0,RUS,20.993
Miami Grand Prix,45.0,BOT,34.645
Miami Grand Prix,45.0,PIA,38.517
Miami Grand Prix,46.0,VER,5.013
Miami Grand Prix,46.0,GAS,31.248
Miami Grand Prix,46.0,PER,13.09
Miami Grand Prix,46.0,ALO,25.808
Miami Grand Prix,46.0,LEC,7.193
Miami Grand Prix,46.0,STR,33.182
Miami Grand Prix,46.0,MAG,38.683
Miami Grand Prix,46.0,TSU,18.055
Miami Grand Prix,46.0,ALB,31.923000000000002
Miami Grand Prix,46.0,ZHO,32.642
Miami Grand Prix,46.0,HUL,29.752
Miami Grand Prix,46.0,RIC,34.659
Miami Grand Prix,46.0,OCO,25.51
Miami Grand Prix,46.0,NOR,0.0
Miami Grand Prix,46.0,HAM,13.869
Miami Grand Prix,46.0,SAI,10.551
Miami Grand Prix,46.0,RUS,21.945
Miami Grand Prix,46.0,BOT,36.201
Miami Grand Prix,46.0,PIA,38.245
Miami Grand Prix,47.0,VER,5.103
Miami Grand Prix,47.0,GAS,32.592
Miami Grand Prix,47.0,PER,13.036
Miami Grand Prix,47.0,ALO,27.505
Miami Grand Prix,47.0,LEC,7.397
Miami Grand Prix,47.0,STR,34.201
Miami Grand Prix,47.0,MAG,40.249
Miami Grand Prix,47.0,TSU,18.638
Miami Grand Prix,47.0,ALB,33.16
Miami Grand Prix,47.0,ZHO,34.0
Miami Grand Prix,47.0,HUL,30.513
Miami Grand Prix,47.0,RIC,35.803
Miami Grand Prix,47.0,OCO,27.403
Miami Grand Prix,47.0,NOR,0.0
Miami Grand Prix,47.0,HAM,13.776
Miami Grand Prix,47.0,SAI,10.651
Miami Grand Prix,47.0,RUS,22.72
Miami Grand Prix,47.0,BOT,37.666
Miami Grand Prix,47.0,PIA,38.463
Miami Grand Prix,48.0,VER,5.229
Miami Grand Prix,48.0,GAS,34.085
Miami Grand Prix,48.0,PER,13.45
Miami Grand Prix,48.0,ALO,29.414
Miami Grand Prix,48.0,LEC,7.489
Miami Grand Prix,48.0,STR,36.001
Miami Grand Prix,48.0,MAG,41.498
Miami Grand Prix,48.0,TSU,19.513
Miami Grand Prix,48.0,ALB,34.577
Miami Grand Prix,48.0,ZHO,37.074
Miami Grand Prix,48.0,HUL,31.676
Miami Grand Prix,48.0,RIC,37.681
Miami Grand Prix,48.0,OCO,30.214
Miami Grand Prix,48.0,NOR,0.0
Miami Grand Prix,48.0,HAM,14.267
Miami Grand Prix,48.0,SAI,10.908
Miami Grand Prix,48.0,RUS,23.76
Miami Grand Prix,48.0,BOT,39.952
Miami Grand Prix,48.0,PIA,39.156
Miami Grand Prix,49.0,VER,5.649
Miami Grand Prix,49.0,GAS,35.628
Miami Grand Prix,49.0,PER,13.669
Miami Grand Prix,49.0,ALO,30.54
Miami Grand Prix,49.0,LEC,7.63
Miami Grand Prix,49.0,STR,37.166
Miami Grand Prix,49.0,MAG,42.665
Miami Grand Prix,49.0,TSU,20.5
Miami Grand Prix,49.0,ALB,36.046
Miami Grand Prix,49.0,ZHO,38.835
Miami Grand Prix,49.0,HUL,32.973
Miami Grand Prix,49.0,RIC,39.224
Miami Grand Prix,49.0,OCO,31.868
Miami Grand Prix,49.0,NOR,0.0
Miami Grand Prix,49.0,HAM,14.522
Miami Grand Prix,49.0,SAI,11.146
Miami Grand Prix,49.0,RUS,24.703
Miami Grand Prix,49.0,BOT,41.961
Miami Grand Prix,49.0,PIA,39.929
Miami Grand Prix,50.0,VER,5.76
Miami Grand Prix,50.0,GAS,36.893
Miami Grand Prix,50.0,PER,14.177
Miami Grand Prix,50.0,ALO,31.383
Miami Grand Prix,50.0,LEC,8.339
Miami Grand Prix,50.0,STR,37.93
Miami Grand Prix,50.0,MAG,43.833
Miami Grand Prix,50.0,TSU,21.225
Miami Grand Prix,50.0,ALB,37.574
Miami Grand Prix,50.0,ZHO,40.13
Miami Grand Prix,50.0,HUL,33.89
Miami Grand Prix,50.0,RIC,41.03
Miami Grand Prix,50.0,OCO,32.826
Miami Grand Prix,50.0,NOR,0.0
Miami Grand Prix,50.0,HAM,14.92
Miami Grand Prix,50.0,SAI,11.465
Miami Grand Prix,50.0,RUS,25.914
Miami Grand Prix,50.0,BOT,43.194
Miami Grand Prix,50.0,PIA,41.077
Miami Grand Prix,51.0,VER,5.964
Miami Grand Prix,51.0,GAS,38.335
Miami Grand Prix,51.0,PER,14.616
Miami Grand Prix,51.0,ALO,32.3
Miami Grand Prix,51.0,LEC,8.482
Miami Grand Prix,51.0,STR,40.801
Miami Grand Prix,51.0,MAG,45.186
Miami Grand Prix,51.0,TSU,22.215
Miami Grand Prix,51.0,ALB,40.636
Miami Grand Prix,51.0,ZHO,41.661
Miami Grand Prix,51.0,HUL,34.854
Miami Grand Prix,51.0,RIC,42.436
Miami Grand Prix,51.0,OCO,33.783
Miami Grand Prix,51.0,NOR,0.0
Miami Grand Prix,51.0,HAM,15.34
Miami Grand Prix,51.0,SAI,11.424
Miami Grand Prix,51.0,RUS,26.887
Miami Grand Prix,51.0,BOT,44.78
Miami Grand Prix,51.0,PIA,42.846
Miami Grand Prix,52.0,VER,6.148
Miami Grand Prix,52.0,GAS,39.734
Miami Grand Prix,52.0,PER,14.902
Miami Grand Prix,52.0,ALO,32.941
Miami Grand Prix,52.0,LEC,9.017
Miami Grand Prix,52.0,STR,42.763
Miami Grand Prix,52.0,MAG,47.067
Miami Grand Prix,52.0,TSU,22.994
Miami Grand Prix,52.0,ALB,44.43
Miami Grand Prix,52.0,ZHO,43.573
Miami Grand Prix,52.0,HUL,36.013
Miami Grand Prix,52.0,RIC,44.909
Miami Grand Prix,52.0,OCO,34.643
Miami Grand Prix,52.0,NOR,0.0
Miami Grand Prix,52.0,HAM,15.792
Miami Grand Prix,52.0,SAI,11.543
Miami Grand Prix,52.0,RUS,27.828
Miami Grand Prix,52.0,BOT,46.141
Miami Grand Prix,52.0,PIA,45.464
Miami Grand Prix,53.0,VER,6.37
Miami Grand Prix,53.0,GAS,40.739
Miami Grand Prix,53.0,PER,14.967
Miami Grand Prix,53.0,ALO,33.847
Miami Grand Prix,53.0,LEC,9.221
Miami Grand Prix,53.0,STR,43.485
Miami Grand Prix,53.0,MAG,48.52
Miami Grand Prix,53.0,TSU,23.698
Miami Grand Prix,53.0,ALB,59.876
Miami Grand Prix,53.0,ZHO,45.244
Miami Grand Prix,53.0,HUL,37.296
Miami Grand Prix,53.0,RIC,46.353
Miami Grand Prix,53.0,OCO,35.597
Miami Grand Prix,53.0,NOR,0.0
Miami Grand Prix,53.0,HAM,15.913
Miami Grand Prix,53.0,SAI,11.859
Miami Grand Prix,53.0,RUS,29.971
Miami Grand Prix,53.0,BOT,47.743
Miami Grand Prix,53.0,PIA,46.823
Miami Grand Prix,54.0,VER,6.64
Miami Grand Prix,54.0,GAS,41.748
Miami Grand Prix,54.0,PER,14.869
Miami Grand Prix,54.0,ALO,34.304
Miami Grand Prix,54.0,LEC,9.537
Miami Grand Prix,54.0,STR,43.951
Miami Grand Prix,54.0,MAG,49.999
Miami Grand Prix,54.0,TSU,24.315
Miami Grand Prix,54.0,ALB,75.498
Miami Grand Prix,54.0,ZHO,46.425
Miami Grand Prix,54.0,HUL,38.207
Miami Grand Prix,54.0,RIC,47.812
Miami Grand Prix,54.0,OCO,36.588
Miami Grand Prix,54.0,NOR,0.0
Miami Grand Prix,54.0,HAM,15.87
Miami Grand Prix,54.0,SAI,11.908
Miami Grand Prix,54.0,RUS,31.232
Miami Grand Prix,54.0,BOT,48.793
Miami Grand Prix,54.0,PIA,47.479
Miami Grand Prix,55.0,VER,7.068
Miami Grand Prix,55.0,GAS,43.094
Miami Grand Prix,55.0,PER,14.744
Miami Grand Prix,55.0,ALO,35.051
Miami Grand Prix,55.0,LEC,9.838
Miami Grand Prix,55.0,STR,44.603
Miami Grand Prix,55.0,MAG,51.379
Miami Grand Prix,55.0,TSU,25.017
Miami Grand Prix,55.0,ALB,75.367
Miami Grand Prix,55.0,ZHO,47.615
Miami Grand Prix,55.0,HUL,39.272
Miami Grand Prix,55.0,RIC,49.031
Miami Grand Prix,55.0,OCO,37.754
Miami Grand Prix,55.0,NOR,0.0
Miami Grand Prix,55.0,HAM,16.144
Miami Grand Prix,55.0,SAI,11.856
Miami Grand Prix,55.0,RUS,32.282
Miami Grand Prix,55.0,BOT,49.911
Miami Grand Prix,55.0,PIA,48.164
Miami Grand Prix,56.0,VER,7.518
Miami Grand Prix,56.0,GAS,44.109
Miami Grand Prix,56.0,PER,14.998
Miami Grand Prix,56.0,ALO,36.142
Miami Grand Prix,56.0,LEC,9.882
Miami Grand Prix,56.0,STR,45.156
Miami Grand Prix,56.0,MAG,53.12
Miami Grand Prix,56.0,TSU,25.799
Miami Grand Prix,56.0,ALB,76.39
Miami Grand Prix,56.0,ZHO,48.566
Miami Grand Prix,56.0,HUL,40.173
Miami Grand Prix,56.0,RIC,50.405
Miami Grand Prix,56.0,OCO,38.85
Miami Grand Prix,56.0,NOR,0.0
Miami Grand Prix,56.0,HAM,16.533
Miami Grand Prix,56.0,SAI,11.878
Miami Grand Prix,56.0,RUS,33.621
Miami Grand Prix,56.0,BOT,51.308
Miami Grand Prix,56.0,PIA,49.178
Miami Grand Prix,57.0,VER,7.642
Miami Grand Prix,57.0,GAS,44.954
Miami Grand Prix,57.0,PER,14.646
Miami Grand Prix,57.0,ALO,37.103
Miami Grand Prix,57.0,LEC,9.936
Miami Grand Prix,57.0,STR,45.169
Miami Grand Prix,57.0,MAG,54.679
Miami Grand Prix,57.0,TSU,26.181
Miami Grand Prix,57.0,ALB,76.087
Miami Grand Prix,57.0,ZHO,49.975
Miami Grand Prix,57.0,HUL,40.785
Miami Grand Prix,57.0,RIC,50.952
Miami Grand Prix,57.0,OCO,39.742
Miami Grand Prix,57.0,NOR,0.0
Miami Grand Prix,57.0,HAM,16.581
Miami Grand Prix,57.0,SAI,11.403
Miami Grand Prix,57.0,RUS,34.785
Miami Grand Prix,57.0,BOT,52.352
Miami Grand Prix,57.0,PIA,49.753
Emilia Romagna Grand Prix,1.0,VER,0.0
Emilia Romagna Grand Prix,1.0,NOR,0.883
Emilia Romagna Grand Prix,1.0,LEC,1.6989999999999998
Emilia Romagna Grand Prix,1.0,PIA,2.8449999999999998
Emilia Romagna Grand Prix,1.0,SAI,2.268
Emilia Romagna Grand Prix,1.0,HAM,4.23
Emilia Romagna Grand Prix,1.0,RUS,3.617
Emilia Romagna Grand Prix,1.0,PER,5.894
Emilia Romagna Grand Prix,1.0,STR,7.594
Emilia Romagna Grand Prix,1.0,TSU,5.375
Emilia Romagna Grand Prix,1.0,HUL,4.867
Emilia Romagna Grand Prix,1.0,MAG,9.01
Emilia Romagna Grand Prix,1.0,RIC,6.47
Emilia Romagna Grand Prix,1.0,OCO,7.068
Emilia Romagna Grand Prix,1.0,ZHO,9.9
Emilia Romagna Grand Prix,1.0,GAS,8.488
Emilia Romagna Grand Prix,1.0,SAR,10.195
Emilia Romagna Grand Prix,1.0,BOT,9.392
Emilia Romagna Grand Prix,1.0,ALO,10.767
Emilia Romagna Grand Prix,1.0,ALB,8.131
Emilia Romagna Grand Prix,2.0,VER,0.0
Emilia Romagna Grand Prix,2.0,NOR,0.96
Emilia Romagna Grand Prix,2.0,LEC,2.029
Emilia Romagna Grand Prix,2.0,PIA,3.56
Emilia Romagna Grand Prix,2.0,SAI,2.774
Emilia Romagna Grand Prix,2.0,HAM,5.475
Emilia Romagna Grand Prix,2.0,RUS,4.583
Emilia Romagna Grand Prix,2.0,PER,7.897
Emilia Romagna Grand Prix,2.0,STR,10.113
Emilia Romagna Grand Prix,2.0,TSU,7.145
Emilia Romagna Grand Prix,2.0,HUL,6.382
Emilia Romagna Grand Prix,2.0,MAG,11.727
Emilia Romagna Grand Prix,2.0,RIC,8.669
Emilia Romagna Grand Prix,2.0,OCO,9.395
Emilia Romagna Grand Prix,2.0,ZHO,13.243
Emilia Romagna Grand Prix,2.0,GAS,11.106
Emilia Romagna Grand Prix,2.0,SAR,13.841
Emilia Romagna Grand Prix,2.0,BOT,12.42
Emilia Romagna Grand Prix,2.0,ALO,14.357
Emilia Romagna Grand Prix,2.0,ALB,10.65
Emilia Romagna Grand Prix,3.0,VER,0.0
Emilia Romagna Grand Prix,3.0,NOR,0.972
